"Curso","Asignatura","Codigo","Fisico","Online","Creditos","Tipo","Departamento","Vigencia","Cod Plan","Titulacion","Cod Centro","Centro","Annyo","Fecha"
"2","Comunicaciones y Análisis de Datos en loT","52040018","SI","SI","","OPTATIVA","","","M204","Máster Universitario en Ingeniería de Telecomunicación (Plan 2021)","45","E.T.S. de Ingeniería","Curso 2023-24","20231214"
"1","Informática","2620006","","","","TRONCAL / FORMACIÓN BÁSICA","","","262","Doble Grado en Estadística y Finanzas y Contabilidad","17","Facultad de Matemáticas","",""
"1","Derecho de la Seguridad Social","51230002","SI","SI","","OBLIGATORIA","","","M123","Máster Universitario en Asesoría Jurídico-Mercantil, Fiscal y Laboral","20","Facultad de Derecho","Curso 2023-24","20231116"
"1","Patrimonio Cultural Histórico y Artístico","2600009","","","","OBLIGATORIA","","","260","Grado en Turismo (2024)","7","Facultad de Turismo y Finanzas","",""
"1","Ergonomía Aplicada","1630007","SI","SI","","OPTATIVA","","","163","Grado en Fisioterapia","11","Facultad de Enfermería, Fisioterapia y Podología","Curso 2021-22","20140319"
"3","Derecho Administrativo del Sector Turístico","2600024","","","","OBLIGATORIA","","","260","Grado en Turismo (2024)","7","Facultad de Turismo y Finanzas","",""
"3","Investigación de Mercados Turísticos","2600030","","","","OBLIGATORIA","","","260","Grado en Turismo (2024)","7","Facultad de Turismo y Finanzas","",""
"1","Arqueología de la Escritura","50500009","SI","SI","","OPTATIVA","","","M050","Máster Universitario en Arqueología por la U.de Sevilla y U.de Granada","4","Facultad de Geografía e Historia","Curso 2014-15","20150414"
"3","Prevención de Riesgos Laborales","1780029","SI","SI","","OBLIGATORIA","","","178","Grado en Relaciones Laborales y Recursos Humanos","8","Facultad de Ciencias del Trabajo","Curso 2023-24","20231103"
"4","Diversidad en el Trabajo","1780036","SI","NO","","OPTATIVA","","","178","Grado en Relaciones Laborales y Recursos Humanos","8","Facultad de Ciencias del Trabajo","Curso 2021-22","20211111"
"1","Lógica Computacional y Teoría de Modelos","51620009","SI","SI","","OPTATIVA","","","M162","Máster Universitario en Matemáticas","17","Facultad de Matemáticas","Curso 2022-23","20200211"
"1","Análisis de Datos e Interpretación de Resultados en Podología","52140004","","","","OPTATIVA","","","M214","Máster Un.en Nuevas Tendencias Asistenciales y de Investigación en CC.Salud","11","Facultad de Enfermería, Fisioterapia y Podología","",""
"1","Historia Medieval de Asia Oriental","2190076","","","","TRONCAL / FORMACIÓN BÁSICA","","","219","Grado en Estudios de Asia Oriental por la Unv.de Sevilla y la Unv.de Málaga","12","Facultad de Filosofía","",""
"2","Arquitectura de Redes","2060016","SI","SI","","OPTATIVA","","","206","Grado en Ingeniería Informática-Tecnologías Informáticas","3","E.T.S. Ingeniería Informática","Curso 2021-22","N"
"2","Biofísica","2240011","SI","SI","","OBLIGATORIA","","","224","Grado en Bioquímica por la Universidad de Sevilla y Universidad de Málaga","5","Facultad de Biología","Curso 2023-24","20240528"
"4","Terapias Alternativas en Cuidados de Salud","1570036","SI","SI","","OPTATIVA","","","157","Grado en Enfermería","11","Facultad de Enfermería, Fisioterapia y Podología","Curso 2021-22","20171102"
"2","Diversidad y Coeducación","1940010","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","194","Grado en Educación Infantil","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200421"
"4","El Pensamiento Romano en sus Textos Literarios","1840040","SI","SI","","OPTATIVA","","","184","Grado en Filología Clásica","16","Facultad de Filología","Curso 2012-13","N"
"1","Microeconomía","1800010","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","180","Grado en Marketing e Investigación de Mercados","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240509"
"3","Fundamentos de Ciencias de la Tierra","2380070","NO","NO","","OBLIGATORIA","","","238","Doble Grado en Educación Primaria y Estudios Franceses","18","Facultad de Ciencias de la Educación","Curso 2019-20","20200421"
"3","Historia del Urbanismo","1670032","SI","NO","","OPTATIVA","","","167","Grado en Historia del Arte","4","Facultad de Geografía e Historia","Curso 2012-13","N"
"3","Fonética y Morfología Latinas","2390041","SI","SI","","OBLIGATORIA","","","239","Doble Grado en Filología Clásica y Filología Hispánica","16","Facultad de Filología","Curso 2019-20","20200525"
"4","El Español de América","2390058","SI","SI","","OPTATIVA","","","239","Doble Grado en Filología Clásica y Filología Hispánica","16","Facultad de Filología","Curso 2016-17","20170525"
"5","Variedades Diferenciables","2400064","SI","SI","","OPTATIVA","","","240","Doble Grado en Física y Matemáticas","17","Facultad de Matemáticas","Curso 2022-23","20200211"
"4","Intervención en Revestimientos Arquitectónicos II","1930033","SI","SI","","OBLIGATORIA","","","193","Grado en Conservación y Restauración de Bienes Culturales","21","Facultad de Bellas Artes","Curso 2023-24","20231031"
"1","Diseño de Motores a Reacción","51430014","SI","SI","","OBLIGATORIA","","","M143","Máster Universitario en Ingeniería Aeronáutica","45","E.T.S. de Ingeniería","Curso 2022-23","20230109"
"4","Proyectos II","2090039","SI","SI","","OBLIGATORIA","","","209","Grado en Ingeniería Química Industrial","23","Escuela Politécnica Superior","Curso 2023-24","20231005"
"2","Modelado y Optimización de Problemas de Gestión","51460072","SI","SI","","OPTATIVA","","","M146","Máster Universitario en Ingeniería Industrial","45","E.T.S. de Ingeniería","Curso 2023-24","20231026"
"1","Física","1990001","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","199","Grado en Ingeniería de las Tecnologías de Telecomunicación","45","E.T.S. de Ingeniería","Curso 2023-24","20231010"
"2","Estados Contables","1510015","SI","SI","","OBLIGATORIA","","","151","Grado en Administración y Dirección de Empresas","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240416"
"1","Álgebra Básica","2410004","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","241","Doble Grado en Matemáticas y Estadística","17","Facultad de Matemáticas","Curso 2022-23","20191213"
"3","Entrenamiento Deportivo II","2450043","NO","NO","","OBLIGATORIA","","","245","Doble Grado en Fisioterapia y Ciencias de la Actividad Física y del Deporte","18","Facultad de Ciencias de la Educación","Curso 2021-22","20211215"
"2","Matemática Discreta","2040016","SI","SI","","OBLIGATORIA","","","204","Grado en Ingeniería Informática-Ingeniería de Computadores","3","E.T.S. Ingeniería Informática","Curso 2021-22","20151013"
"3","Ingeniería de Requisitos","2050020","NO","NO","","OBLIGATORIA","","","205","Grado en Ingeniería Informática-Ingeniería del Software","3","E.T.S. Ingeniería Informática","Curso 2012-13","N"
"3","Fonética Histórica de la Lengua Francesa","1820030","SI","NO","","OBLIGATORIA","","","182","Grado en Estudios Franceses","16","Facultad de Filología","Curso 2019-20","20200518"
"2","Matemática Discreta","2060013","SI","SI","","OBLIGATORIA","","","206","Grado en Ingeniería Informática-Tecnologías Informáticas","3","E.T.S. Ingeniería Informática","Curso 2021-22","N"
"4","Electrificación y Construcciones Agropecuarias","1980040","SI","SI","","OPTATIVA","","","198","Grado en Ingeniería Agrícola","9","E.T.S. de Ingeniería Agronómica","Curso 2023-24","20240108"
"1","Historia de la Filosofía Antigua","2530005","","","","TRONCAL / FORMACIÓN BÁSICA","","","253","Grado en Filosofía (2022)","12","Facultad de Filosofía","",""
"3","Filosofía de la Mente","2530024","","","","OBLIGATORIA","","","253","Grado en Filosofía (2022)","12","Facultad de Filosofía","",""
"5","Modelado y Análisis de Requisitos en Sistemas de Información","2470080","SI","","","OPTATIVA","","","247","Doble Grado Ingeniería Informática-Tecnologías Informáticas y Matemáticas","3","E.T.S. Ingeniería Informática","Curso 2022-23",""
"5","Gerodontología","1730034","SI","NO","","OPTATIVA","","","173","Grado en Odontología","10","Facultad de Odontología","Curso 2021-22","20211215"
"4","Alemán Empresarial y para el Turismo","1850042","NO","NO","","OPTATIVA","","","185","Grado en Lengua y Literatura Alemanas","16","Facultad de Filología","Curso 2012-13","N"
"4","Periodoncia","1730031","SI","NO","","OBLIGATORIA","","","173","Grado en Odontología","10","Facultad de Odontología","Curso 2021-22","20211215"
"1","Análisis e Interpretación de Textos Literarios Franceses","2380008","SI","NO","","TRONCAL / FORMACIÓN BÁSICA","","","238","Doble Grado en Educación Primaria y Estudios Franceses","16","Facultad de Filología","Curso 2019-20","20200511"
"1","Física II","2320004","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","232","Doble Grado en Química y en Ingeniería de Materiales","22","Facultad de Química","Curso 2023-24","20240307"
"1","Derecho Penal. Parte General","2340010","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","234","Doble Grado en Derecho y en Economía","20","Facultad de Derecho","Curso 2023-24","20231009"
"3","Fotogrametría Aplicada","2420055","","","","OPTATIVA","","","242","Grado en Arqueología por la Unv. de Granada, Unv. de Jaén y Unv.de Sevilla","4","Facultad de Geografía e Historia","",""
"1","Fundamentos de Economía de la Empresa","1610005","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","161","Grado en Finanzas y Contabilidad","7","Facultad de Turismo y Finanzas","Curso 2023-24","20231219"
"2","Dirección y Organización","1610014","SI","SI","","OBLIGATORIA","","","161","Grado en Finanzas y Contabilidad","7","Facultad de Turismo y Finanzas","Curso 2023-24","20231219"
"","Complementos de Formación Disciplinar en Hostelería y Turismo","50440047","SI","NO","","OBLIGATORIA","","","M044","Máster Univers. en Profesorado de E.S.O y Bachillerato, FP y E.Idiomas","302","Escuela Internacional de Posgrado","Curso 2012-13","N"
"4","Vehículos Aéreos no Tripulados","1970063","SI","SI","","OPTATIVA","","","197","Grado en Ingeniería Aeroespacial","45","E.T.S. de Ingeniería","Curso 2023-24","20240129"
"3","Mecánica de Máquinas y Vibraciones","1970038","SI","SI","","OPTATIVA","","","197","Grado en Ingeniería Aeroespacial","45","E.T.S. de Ingeniería","Curso 2023-24","20240126"
"1","Análisis de Ciclo de Vida","51810001","SI","NO","","OPTATIVA","","","M181","Máster Universitario en Ingeniería Química","45","E.T.S. de Ingeniería","Curso 2023-24","20231128"
"1","Ámbito Jurídico de la Edificación","50860001","SI","NO","","OBLIGATORIA","","","M086","Máster Universitario en Gestión Integral de la Edificación","98","E.T.S. de Ingeniería de Edificación","Curso 2019-20","20191216"
"1","Gestión II","52180023","SI","NO","","OPTATIVA","","","M218","Máster Universitario en Especialización Profesional en Farmacia (2023)","19","Facultad de Farmacia","Curso 2023-24","20240219"
"2","Diseño, Operación y Manten¡miento de Centrales de Vapor","51980037","SI","SI","","OBLIGATORIA","","","M198","Doble M.U. en Ingeniería Industrial y en Sistemas de Energía Térmica","45","E.T.S. de Ingeniería","Curso 2023-24","20240215"
"1","Química General","2080010","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","208","Grado en Ingeniería Química","45","E.T.S. de Ingeniería","Curso 2022-23","20230116"
"4","Periodismo Social y Educativo","2100042","SI","SI","","OPTATIVA","","","210","Grado en Periodismo","2","Facultad de Comunicación","Curso 2022-23","20220926"
"4","Etnología del África Negra","2520045","","","","OPTATIVA","","","252","Grado en Antropología Social y Cultural (2021)","4","Facultad de Geografía e Historia","",""
"2","Valoración Analítica y Funcional en Fisioterapia","1630024","SI","SI","","OBLIGATORIA","","","163","Grado en Fisioterapia","11","Facultad de Enfermería, Fisioterapia y Podología","Curso 2021-22","20211215"
"2","El Canon Culto: Góngora","52120021","","","","OPTATIVA","","","M212","Doble M.U en Prof. ESO y Bachillerato, FP y EI y Est. Hispánicos Superiores","16","Facultad de Filología","",""
"1","Dirección y Gestión de Operaciones en Empresas Turísticas","50630012","SI","SI","","OPTATIVA","","","M063","Máster Universitario en Dirección y Planificación del Turismo","7","Facultad de Turismo y Finanzas","Curso 2023-24","20240209"
"4","Contenidos Económicos de la Negociación Colectiva","1780032","SI","NO","","OPTATIVA","","","178","Grado en Relaciones Laborales y Recursos Humanos","8","Facultad de Ciencias del Trabajo","Curso 2023-24","20231103"
"3","Derecho Colectivo del Trabajo","1780022","SI","SI","","OBLIGATORIA","","","178","Grado en Relaciones Laborales y Recursos Humanos","8","Facultad de Ciencias del Trabajo","Curso 2023-24","20231103"
"3","Expresión Corporal II","2450047","NO","NO","","OPTATIVA","","","245","Doble Grado en Fisioterapia y Ciencias de la Actividad Física y del Deporte","18","Facultad de Ciencias de la Educación","Curso 2021-22","20211215"
"4","Organización de Eventos Deportivos","1540045","SI","SI","","OPTATIVA","","","154","Grado en Ciencias de la Actividad Física y del Deporte","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"1","Procesos Psicológicos Básicos","1740006","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","174","Grado en Pedagogía","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200420"
"4","Introducción a la Medicina Molecular","2240040","SI","SI","","OPTATIVA","","","224","Grado en Bioquímica por la Universidad de Sevilla y Universidad de Málaga","5","Facultad de Biología","Curso 2023-24","20240528"
"3","Genética Molecular e Ingeniería Genética","2240025","SI","SI","","OBLIGATORIA","","","224","Grado en Bioquímica por la Universidad de Sevilla y Universidad de Málaga","5","Facultad de Biología","Curso 2023-24","20240528"
"1","Agrofisiología Vegetal","51360014","NO","NO","","OPTATIVA","","","M136","Máster Universitario en Biología Avanzada: Investigación y Aplicación","5","Facultad de Biología","Curso 2023-24","20240528"
"5","Sistemas de Gestión Ambiental y de Calidad (GCAM)","2460061","NO","NO","","OBLIGATORIA","","","246","Doble Grado en Ingeniería Agrícola (US) y Grado Ciencias Ambientales (UPO)","9","E.T.S. de Ingeniería Agronómica","Curso 2023-24","20231218"
"4","Didáctica de las Ciencias Sociales","2380039","SI","SI","","OBLIGATORIA","","","238","Doble Grado en Educación Primaria y Estudios Franceses","18","Facultad de Ciencias de la Educación","Curso 2021-22","20200517"
"5","Fundamentos Romanísticos del Derecho Europeo","2340069","SI","SI","","OPTATIVA","","","234","Doble Grado en Derecho y en Economía","20","Facultad de Derecho","Curso 2022-23","20221014"
"1","Diseño de Encuestas y Organización del Trabajo de Campo","51820006","SI","SI","","OPTATIVA","","","M182","Máster Universitario en Consultoría Económica y Análisis Aplicado (2018)","1","Facultad de CC. Económ. y Empresariales","Curso 2023-24","20240112"
"1","Tratamientos Tradicionales y Contemporáneos Aplicados a la Conservación y Restauración","52160028","SI","SI","","OPTATIVA","","","M216","Máster Universitario en Conservación de Bienes Culturales (US-UHU)","21","Facultad de Bellas Artes","Curso 2023-24","20231027"
"3","Catálisis para la Industria y el Medioambiente","1770023","SI","SI","","OPTATIVA","","","177","Grado en Química","22","Facultad de Química","Curso 2023-24","20240307"
"1","Matemáticas I","2280003","SI","SI","","TRONCAL / FORMACIÓN BÁSICA","","","228","Grado en Ingeniería Electrónica, Robótica y Mecatrónica (UMA-US)","45","E.T.S. de Ingeniería","Curso 2023-24","20231106"
